0	1.642	38.004
1	1.130	59.056
2	0.883	68.668
3	0.723	74.636
4	0.625	78.332
5	0.547	81.142
6	0.501	82.786
7	0.454	84.260
8	0.421	85.398
9	0.384	86.618
10	0.369	87.262
11	0.351	87.932
12	0.329	88.568
13	0.313	89.270
14	0.298	89.814
15	0.286	89.950
16	0.278	90.336
17	0.267	90.778
18	0.254	91.258
19	0.248	91.452
20	0.241	91.682
21	0.235	91.990
22	0.226	92.286
23	0.222	92.218
24	0.219	92.374
25	0.209	92.642
26	0.206	92.844
27	0.206	92.856
28	0.202	93.012
29	0.200	93.064
30	0.191	93.328
31	0.187	93.606
32	0.187	93.532
33	0.185	93.610
34	0.181	93.840
35	0.173	93.894
36	0.176	93.868
37	0.171	94.142
38	0.171	94.040
39	0.172	94.006
40	0.164	94.318
41	0.161	94.410
42	0.165	94.354
43	0.166	94.232
44	0.154	94.628
45	0.154	94.622
46	0.156	94.610
47	0.157	94.502
48	0.146	94.900
49	0.161	94.416
50	0.146	94.848
51	0.146	95.036
52	0.143	95.014
53	0.150	94.848
54	0.142	95.094
55	0.142	95.072
56	0.142	95.150
57	0.144	94.960
58	0.144	95.046
59	0.140	95.104
60	0.137	95.286
61	0.135	95.348
62	0.141	95.132
63	0.141	95.076
64	0.128	95.526
65	0.136	95.176
66	0.132	95.432
67	0.134	95.346
68	0.139	95.284
69	0.131	95.434
70	0.067	97.862
71	0.042	98.734
72	0.032	99.096
73	0.026	99.312
74	0.024	99.322
75	0.019	99.488
76	0.017	99.560
77	0.016	99.614
78	0.015	99.650
79	0.014	99.664
80	0.013	99.682
81	0.011	99.730
82	0.011	99.730
83	0.011	99.756
84	0.009	99.806
85	0.009	99.782
86	0.008	99.838
87	0.008	99.826
88	0.007	99.870
89	0.007	99.872
90	0.007	99.868
91	0.007	99.862
92	0.006	99.882
93	0.006	99.908
94	0.006	99.906
95	0.005	99.898
96	0.006	99.890
97	0.005	99.900
98	0.005	99.938
99	0.006	99.898
100	0.005	99.928
101	0.005	99.936
102	0.004	99.960
103	0.004	99.940
104	0.004	99.932
105	0.005	99.928
106	0.004	99.968
107	0.004	99.934
108	0.004	99.936
109	0.004	99.934
110	0.004	99.948
111	0.004	99.932
112	0.004	99.932
113	0.004	99.962
114	0.004	99.962
115	0.003	99.956
116	0.004	99.946
117	0.003	99.968
118	0.003	99.980
119	0.003	99.956
120	0.004	99.956
121	0.003	99.960
122	0.003	99.958
123	0.003	99.976
124	0.003	99.956
125	0.003	99.966
126	0.003	99.956
127	0.003	99.954
128	0.003	99.962
129	0.003	99.966
130	0.003	99.974
131	0.003	99.972
132	0.003	99.970
133	0.003	99.976
134	0.003	99.960
135	0.003	99.974
136	0.003	99.974
137	0.003	99.976
138	0.003	99.964
139	0.003	99.988
140	0.003	99.982
141	0.003	99.986
142	0.002	99.992
143	0.003	99.974
144	0.002	99.988
145	0.002	99.990
146	0.002	99.982
147	0.002	99.984
148	0.002	99.980
149	0.002	99.986
150	0.002	99.996
151	0.002	99.982
152	0.002	99.990
153	0.002	99.982
154	0.002	99.978
155	0.002	99.990
156	0.002	99.980
157	0.002	99.990
158	0.002	99.992
159	0.002	99.988
160	0.002	99.990
161	0.002	99.984
162	0.002	99.988
163	0.002	99.996
164	0.002	99.990
165	0.002	99.990
166	0.002	99.986
167	0.002	99.988
168	0.002	99.992
169	0.002	99.990
170	0.002	99.988
171	0.002	99.992
172	0.002	99.984
173	0.002	99.986
174	0.002	99.992
175	0.002	99.986
176	0.002	99.984
177	0.002	99.998
178	0.002	99.982
179	0.002	99.984
180	0.002	99.990
181	0.002	99.992
182	0.002	99.992
183	0.002	99.990
184	0.002	99.986
185	0.002	99.986
186	0.002	99.990
187	0.002	99.988
188	0.002	99.990
189	0.002	99.992
190	0.002	99.992
191	0.002	99.992
192	0.002	99.992
193	0.002	99.988
194	0.002	99.988
195	0.002	99.994
196	0.002	99.992
197	0.002	100.000
198	0.002	99.996
199	0.002	99.994
200	0.002	99.988
201	0.002	99.986
202	0.002	99.990
203	0.002	99.988
204	0.002	99.990
205	0.002	99.988
206	0.002	99.986
207	0.002	99.990
208	0.002	99.998
209	0.002	99.986
210	0.002	99.996
211	0.002	100.000
212	0.002	99.996
213	0.002	99.992
214	0.002	99.998
215	0.002	99.988
216	0.002	99.994
217	0.002	99.994
218	0.002	99.998
219	0.002	99.996
220	0.002	99.996
221	0.002	99.992
222	0.002	99.990
223	0.002	99.984
224	0.002	99.994
225	0.002	99.990
226	0.002	99.992
227	0.002	99.996
228	0.002	99.992
229	0.002	99.988
230	0.002	99.992
231	0.002	99.996
232	0.002	99.986
