0	3.960	8.568
1	3.332	18.372
2	2.876	26.544
3	2.518	33.780
4	2.218	40.260
5	1.996	45.210
6	1.839	49.110
7	1.693	52.432
8	1.585	54.762
9	1.490	57.404
10	1.399	59.504
11	1.328	61.172
12	1.256	63.252
13	1.195	64.924
14	1.141	66.328
15	1.098	67.202
16	1.054	68.560
17	1.017	69.572
18	0.975	70.694
19	0.943	71.386
20	0.899	72.532
21	0.877	73.270
22	0.851	73.884
23	0.832	74.524
24	0.810	75.104
25	0.784	75.830
26	0.751	76.592
27	0.729	77.378
28	0.719	77.428
29	0.692	78.280
30	0.686	78.472
31	0.664	79.198
32	0.639	79.888
33	0.637	79.958
34	0.617	80.552
35	0.610	80.708
36	0.596	80.996
37	0.579	81.780
38	0.567	81.826
39	0.558	82.212
40	0.547	82.558
41	0.534	83.114
42	0.529	83.048
43	0.517	83.376
44	0.502	83.874
45	0.491	84.244
46	0.489	84.342
47	0.481	84.628
48	0.475	84.610
49	0.476	84.760
50	0.464	85.236
51	0.450	85.430
52	0.443	85.712
53	0.446	85.742
54	0.444	85.606
55	0.430	86.382
56	0.424	86.364
57	0.433	85.902
58	0.428	86.264
59	0.414	86.724
60	0.403	87.074
61	0.414	86.872
62	0.409	86.728
63	0.418	86.622
64	0.389	87.516
65	0.385	87.576
66	0.398	87.102
67	0.379	87.704
68	0.377	87.818
69	0.391	87.368
70	0.181	94.644
71	0.098	97.500
72	0.077	98.098
73	0.066	98.472
74	0.057	98.810
75	0.050	99.018
76	0.044	99.096
77	0.042	99.188
78	0.038	99.314
79	0.036	99.380
80	0.034	99.398
81	0.031	99.470
82	0.029	99.502
83	0.028	99.574
84	0.027	99.616
85	0.026	99.622
86	0.025	99.640
87	0.023	99.728
88	0.022	99.716
89	0.022	99.742
90	0.021	99.736
91	0.020	99.764
92	0.019	99.788
93	0.019	99.794
94	0.018	99.806
95	0.018	99.830
96	0.018	99.796
97	0.017	99.836
98	0.016	99.848
99	0.016	99.852
100	0.016	99.844
101	0.016	99.854
102	0.016	99.846
103	0.015	99.874
104	0.015	99.888
105	0.015	99.872
106	0.015	99.874
107	0.015	99.882
108	0.014	99.900
109	0.014	99.892
110	0.014	99.912
111	0.014	99.892
112	0.014	99.904
113	0.014	99.904
114	0.013	99.896
115	0.013	99.902
116	0.013	99.916
117	0.013	99.904
118	0.013	99.930
119	0.013	99.916
120	0.013	99.910
121	0.013	99.926
122	0.013	99.918
123	0.012	99.918
124	0.012	99.912
125	0.012	99.926
126	0.012	99.944
127	0.012	99.926
128	0.012	99.934
129	0.012	99.930
130	0.012	99.916
131	0.012	99.926
132	0.012	99.930
133	0.012	99.922
134	0.011	99.936
135	0.012	99.946
136	0.012	99.926
137	0.011	99.938
138	0.011	99.936
139	0.012	99.936
140	0.011	99.952
141	0.010	99.964
142	0.011	99.950
143	0.010	99.966
144	0.010	99.950
145	0.010	99.960
146	0.010	99.956
147	0.010	99.962
148	0.010	99.950
149	0.010	99.954
150	0.010	99.970
151	0.010	99.948
152	0.010	99.966
153	0.010	99.966
154	0.010	99.962
155	0.010	99.956
156	0.010	99.952
157	0.010	99.960
158	0.010	99.956
159	0.010	99.960
160	0.010	99.972
161	0.010	99.950
162	0.010	99.958
163	0.010	99.954
164	0.010	99.966
165	0.010	99.958
166	0.010	99.964
167	0.010	99.956
168	0.010	99.956
169	0.010	99.956
170	0.010	99.958
171	0.010	99.972
172	0.010	99.958
173	0.010	99.954
174	0.010	99.954
175	0.010	99.960
176	0.010	99.962
177	0.010	99.970
178	0.010	99.962
179	0.010	99.958
180	0.010	99.966
181	0.010	99.962
182	0.010	99.950
183	0.010	99.962
184	0.010	99.962
185	0.010	99.962
186	0.009	99.972
187	0.010	99.972
188	0.010	99.960
189	0.010	99.968
190	0.010	99.974
191	0.010	99.964
192	0.010	99.952
193	0.010	99.952
194	0.010	99.962
195	0.010	99.948
196	0.009	99.970
197	0.010	99.974
198	0.010	99.942
199	0.010	99.970
200	0.010	99.976
201	0.010	99.964
202	0.010	99.964
203	0.009	99.974
204	0.010	99.950
205	0.009	99.972
206	0.010	99.950
207	0.010	99.962
208	0.010	99.970
209	0.010	99.966
210	0.010	99.982
211	0.009	99.966
212	0.010	99.966
213	0.009	99.972
214	0.009	99.970
215	0.010	99.956
216	0.009	99.980
217	0.009	99.974
218	0.009	99.974
219	0.009	99.968
220	0.010	99.978
221	0.009	99.962
222	0.009	99.970
223	0.010	99.954
224	0.010	99.966
225	0.010	99.964
226	0.010	99.962
227	0.009	99.968
228	0.009	99.976
229	0.010	99.972
230	0.009	99.968
231	0.010	99.970
232	0.009	99.972
233	0.010	99.962
234	0.010	99.962
235	0.010	99.970
236	0.009	99.978
237	0.009	99.968
238	0.009	99.972
239	0.009	99.958
240	0.009	99.962
241	0.009	99.966
242	0.009	99.964
243	0.009	99.970
244	0.010	99.972
245	0.010	99.948
246	0.010	99.968
247	0.009	99.968
248	0.009	99.970
249	0.009	99.976
250	0.010	99.952
251	0.010	99.962
252	0.009	99.972
253	0.010	99.970
254	0.010	99.966
255	0.009	99.964
256	0.009	99.964
257	0.010	99.962
258	0.009	99.970
259	0.009	99.960
260	0.009	99.960
261	0.009	99.982
262	0.010	99.954
263	0.009	99.970
264	0.010	99.962
265	0.009	99.972
266	0.009	99.978
267	0.010	99.960
268	0.009	99.966
269	0.010	99.974
270	0.009	99.976
271	0.009	99.972
272	0.010	99.970
273	0.009	99.968
274	0.010	99.970
275	0.010	99.966
276	0.009	99.964
277	0.009	99.968
278	0.010	99.968
279	0.009	99.972
280	0.009	99.978
281	0.010	99.968
282	0.010	99.962
283	0.009	99.966
284	0.010	99.956
285	0.009	99.968
286	0.010	99.970
287	0.009	99.962
288	0.010	99.962
289	0.009	99.974
290	0.009	99.966
291	0.009	99.966
292	0.010	99.960
293	0.010	99.960
294	0.009	99.966
295	0.010	99.964
296	0.009	99.966
297	0.009	99.964
298	0.009	99.976
299	0.009	99.962
